I,SoC,SoH,timestamp,DSoC,DQ
10.0,0.2766691456439308,0.6996722977378884,14.458333333333334,-0.0009022983093002693,9.682469798357014e-8
10.0,0.2757668473346305,0.6996722009131904,14.4625,-0.0009022984341655435,9.682491873257258e-8
10.0,0.27486454890046497,0.6996721040882716,14.466666666666667,-0.0009022985590311371,9.682513922588961e-8
10.0,0.27396225034143384,0.6996720072631324,14.470833333333333,-0.0009022986838970496,9.682535950535048e-8
10.0,0.27305995165753677,0.6996719104377729,14.475,-0.0009022988087632808,9.682557955445877e-8
10.0,0.27215765284877347,0.6996718136121933,14.479166666666666,-0.00090229893362983,9.682579937338227e-8
10.0,0.27125535391514366,0.699671716786394,14.483333333333333,-0.0009022990584966976,9.682601895395549e-8
10.0,0.27035305485664696,0.699671619960375,14.487499999999999,-0.0009022991833638827,9.682623832967545e-8
10.0,0.2694507556732831,0.6996715231341366,14.491666666666667,-0.0009022993082313856,9.682645745071374e-8
10.0,0.2685484563650517,0.6996714263076792,14.495833333333334,-0.0009022994330992053,9.682667635889932e-8
10.0,0.2676461569319525,0.6996713294810029,14.5,-0.0009022995579673419,9.682689502940046e-8
10.0,0.26674385737398515,0.6996712326541078,14.504166666666666,-0.0009022996828357951,9.682711348738053e-8
10.0,0.26584155769114937,0.6996711358269944,14.508333333333333,-0.0009022998077045647,9.682733169967474e-8
10.0,0.2649392578834448,0.6996710389996627,14.5125,-0.00090229993257365,9.682754969977859e-8
10.0,0.2640369579508712,0.699670942172113,14.516666666666666,-0.0009023000574430512,9.68277674628589e-8
10.0,0.2631346578934281,0.6996708453443455,14.520833333333334,-0.0009023001823127677,9.682798499741268e-8
10.0,0.26223235771111536,0.6996707485163606,14.525,-0.0009023003071827992,9.682820231193703e-8
10.0,0.26133005740393256,0.6996706516881582,14.529166666666667,-0.0009023004320531458,9.682841939826286e-8
10.0,0.2604277569718794,0.6996705548597388,14.533333333333333,-0.0009023005569238069,9.682863624822092e-8
10.0,0.2595254564149556,0.6996704580311026,14.5375,-0.000902300681794782,9.682885288697303e-8
10.0,0.25862315573316086,0.6996703612022497,14.541666666666666,-0.0009023008066660712,9.682906928968345e-8
10.0,0.25772085492649477,0.6996702643731804,14.545833333333333,-0.000902300931537674,9.68292854648477e-8
10.0,0.2568185539949571,0.6996701675438949,14.549999999999999,-0.0009023010564095901,9.682950142096106e-8
10.0,0.25591625293854753,0.6996700707143935,14.554166666666667,-0.0009023011812818193,9.682971714985243e-8
10.0,0.2550139517572657,0.6996699738846763,14.558333333333334,-0.0009023013061543613,9.682993264335084e-8
10.0,0.25411165045111134,0.6996698770547437,14.5625,-0.0009023014310272156,9.683014792661663e-8
10.0,0.25320934902008413,0.6996697802245958,14.566666666666666,-0.0009023015559003823,9.683036296647868e-8
10.0,0.25230704746418375,0.6996696833942329,14.570833333333333,-0.0009023016807738607,9.683057779643046e-8
10.0,0.2514047457834099,0.6996695865636551,14.575,-0.0009023018056476508,9.683079239163266e-8
10.0,0.2505024439777622,0.6996694897328627,14.579166666666666,-0.0009023019305217523,9.683100677724552e-8
10.0,0.24960014204724046,0.6996693929018559,14.583333333333334,-0.0009023020553961646,9.683122091176242e-8
